monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,400 per month","Apartment / Condominium, For rent",Service Residence,2,1,626 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",It's limited unit I Suite in I city<br>**service apartment<br>**fully furnished<br>-bed/sofa/kitchen cabinet/tv/hood and hob/<br> Washing machine/fridge/water heater/3air cond/<br> Study table/dinning table/wardrobe<br><br>**Rental  rm1400 without grille door<br>                  rm1500 with grille ddor<br>                  <br> <br>**626 sq ft<br>**2 bedroom 1 bathroom<br><br>Pls call or whatsapp for viewing Rayson Low 0123877907,Selangor,I-City,2025-02-25 16:02,2025-02-26,75564678,,
"RM 1,700 per month","Apartment / Condominium, For rent",Service Residence,3,2,1130 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Minimart, Playground, Gymnasium, Security","Air-Cond, Cooking Allowed, Washing Machine","Jalan Singa F 20/F, Seksyen 20, Shah Alam, Selangor","For Rent - Suri Puteri Serviced Apartment, Seksyen 20 Shah Alam<br>              <br>Monthly rental: RM1,700 (Nett)<br>  <br>Details:<br>• Build up 1130 sqft <br>• Bedroom 3<br>• Bathroom 2<br>• Carpark lot 1<br>• Blok A - Low Floor<br><br>Furnished Provided:<br>• Built in full set kitchen cabinet with stove, hood and oven<br>• Fridge<br>• Washing machine<br>• Full set bedroom - queen size, wardrobes, dressing table, single bed<br>• Aircond 4 unit<br>• Water heater 2 unit<br><br>Deposit: 2+1+1/2 (utilities) + tenancy stamped<br><br>For further info & appointment, please call :<br><br>Muhammad Syafik<br>REN 64698<br>011-10705405<br>Great Casa Realty Sdn. Bhd.<br>http://www.wasap.my/601110705405<br><br>Zaimah Zamri <br>REN 64954<br>013-2521224<br>Great Casa Realty Sdn. Bhd.<br>http://www.wasap.my/60132521224",Selangor,Shah Alam,2025-02-25 16:02,2025-02-26,109383074,3.0512018,101.5391802
"RM 2,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1376 sq.ft.,Fully Furnished,"Playground, Parking, Security, Gymnasium, Minimart, Swimming Pool, Sauna",,"Jalan Air Bukit, Ampang, Selangor","Ampang Boulevard Condominium.<br><br>[Fully furnished | Facing Swimming Pool & KLCC]<br><br>Property Details : <br>- Location : Jalan Air Bukit, Taman Ampang Utama, Ampang<br>- Type : Condominium<br>- Size : 1376 sqft<br>- 3 Bedroom | 2 Bathroom<br>- Leadehold <br>- 1 Carpark<br>- Level: Middle (Block C)<br><br>Amenities : <br>- Less than 11 minutes Drive to LRT Ampang<br>- Ampang Point<br>- Hospitals, Clinics & Pharmacy<br>- Restaurants<br><br>Accessibility :<br>- Jalab Ampang<br>- MRR2 Highway<br>- DUKE Highway<br>- AKLEH Highway<br>- SUKE Highway<br><br>======================<br>Asking Price : RM 2,500 (Nego)<br>======================<br><br>For more information please contact : <br>010-272 2179<br>Muslihin (REN08634)<br>Great Casa Realty S/B<br>http://www.wasap.my/60102722179/<br><br>010-272 2197<br>Syakila (REN23215)<br>Great Casa Realty S/B<br>http://www.wasap.my/60102722197/<br><br>#coaDee",Selangor,Ampang,2025-02-25 16:02,2025-02-26,110268481,3.154932188609431,101.74909179958927
"RM 2,700 per month","Apartment / Condominium, For rent",Condominium,3,3,1390 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Off Persiaran Bestari, Cyberjaya, Selangor",Cozy Tower 2Lakefront Residence for rent NOW! Contact Person-Eleanor Yap (016-4228137)<br><br>*Rental Price: RM 2700<br>*Freehold<br>* 3 Bedrooms  3 bathrooms<br>*Build up: 1390 sqft<br>* 1 car parks<br>* Ready Move in April 2025<br><br>-resort style living area<br>-eco friendly surrounding<br>-modern and comfort<br>-quiet and serene<br>-suitable for family own stay<br>-renovated<br><br><br>Amenities:<br>- 24-hour security with card access<br>- Swimming Pool<br>- Children playground<br>- Cafeteria<br>- Basketball & Tennis court<br>- Recreation room<br>- BBQ corner<br>- Sky garden<br>- Gymnasium & Yoga room<br>- Mini-market<br><br>5-10 minutes to:<br>- D'Pulze Shopping Mall / IOI City Mall<br>- Putrajaya Hospital<br>- Multimedia University (MMU)<br>- LimKokWing University<br>- University College of Medical Science (CUCMS)<br>- Cyberjaya Chinese School (SJKC Union)<br>- Korean International School<br>- King Henry VIII International School (from UK)<br>- Elc International School<br><br>10-15 minutes to:<br>- XIAMEN University<br>- Putrajaya<br><br>15-30 minutes to:<br>- KLIA<br>- KLIA 2<br>- Kuala Lumpur<br>- KLCC<br><br>Please do not hesitate to PM or call us for more information.<br>ph no.0164228137,Selangor,Cyberjaya,2025-02-25 16:01,2025-02-26,109809059,,
"RM 3,500 per month","Apartment / Condominium, For rent",Service Residence,3,2,960 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Swimming Pool, Gymnasium","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Atmosphere Utama 2, Off Jalan Putra Permai, Seri Kembangan, Selangor",WHAT'S IN YOUR UNIT?<br><br>🛜 WiFi included<br>🍜 Microwave<br>🥘 Induction cooker<br>👕 Washing machine<br>☀ Dryer<br>🛁 Water Heater<br>🪑 Dining table<br><br>WHAT'S IN YOUR ROOM?<br><br>🛏 Mattress<br>🪟 Wardrobe<br>🪑 Table and chair<br>🌬 Air conditioner<br>💨 Fan<br><br>💯FREE Unlimited High speed WIFI<br><br>Walking distance to:<br>🚶2 min to MRT Putra Permai / Bus Stop<br>🚶6 min to Giant hypermarket<br>🚶11 min to NSK<br><br>Driving distance to:<br>🚘6 min to AEON Mall Taman Equine<br>🚘12 min to IOI City Mall<br>🚘13 min to Hospital Serdang,Selangor,Seri Kembangan,2025-02-25 16:01,2025-02-26,110268460,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,5,3,1140 sq.ft.,Partially Furnished,"Club house, Parking, Playground, Jogging Track, Security, Swimming Pool, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT","Off Jalan Rimba, Lestari Perdana, Taman Desaminium, Seri Kembangan, Selangor","desaminium rimba<br><br>Desaminium Rimba, Seri Kembangan<br>Jalan Rimba, Lestari Perdana, Taman Desaminium, 43000 Seri Kembangan, Selangor<br><br>Property Details:<br>- Property Type: Apartment<br>- Size : 1140 sqft<br>- 5 bedrooms & 3 bathrooms<br>- Covered Parking<br>- Guarded<br>- Semi Furnish<br><br>Facilities:<br>- Playground<br>- Basketball Court<br>- 24 hours security<br>- Surau<br>- Car wash area<br><br><br>Amenities:<br>- SK Taman Desaminium<br>- SMK Taman Desaminium<br>- SJK (C) Bukit Serdang<br>- AEON Taman Equine Shopping Centre<br>- Giant equine park<br>- Hospital Serdang<br>- MCD & KFC - 3 Mins<br>- Speedmart - 2 mins<br><br>Accessibility:<br>- Maju Expressway (MEX)<br>- Damansara – Puchong Expressway (LDP)<br>- South Klang Valley Expressway (SKVE)<br>- MRT",Selangor,Seri Kembangan,2025-02-25 15:59,2025-02-26,110268392,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,1,2,800 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan PJU 8/1,, Damansara Perdana, Selangor","Strategic location in PJ area, easy access, shuttle bus service to MRT Station available",Selangor,Damansara Perdana,2025-02-25 15:55,2025-02-26,86253104,3.1664164243252557,101.6076060512907
"RM 1,300 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Barbeque area, Sauna, Parking, Minimart, Playground, Gymnasium, Security, Swimming Pool, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan BS 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor","*Vista Impiana Apartment @ Taman Bukit Serdang, Seri Kembangan, Selangor*<br><br>Rental RM1300<br>Available Immediately.<br><br>Property Details:<br>=============<br>-3Bedroom<br>-2Bathroom<br>-900sqft<br>-1 car park<br>-Unblock view<br>-Level 3<br><br>Partially Furnised includes:<br>-Fridge<br>-Washing Machine <br>-Water Filter cuckoo<br>-Stove<br>-build-in kitchen cabinet<br>-bathroom with new water heater<br>-Sofa<br>-Dining table<br>-TV cabinet<br>-Queen bed & Single bed<br>-2 airconds<br>-build in wardrobe<br>-Ceiling fans<br><br>Facilities:<br>========<br>-Jogging track<br>-Badminton<br>-Swimming pool<br>-Gym<br>-Mini mart<br>-Food store<br>-Laundry at apartment<br><br>Accessibility:<br>===========<br>-Easy access to bukit jalil<br>-Mex highway<br>-15mins to nearby MRT Serdang Selatan Station<br>-Mines shopping mall<br>-Endah parade shopping mall",Selangor,Seri Kembangan,2025-02-25 15:55,2025-02-26,110268304,3.0390608,101.6890918
RM 900 per month,"Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Partially Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","Jalan PJU 8/1, Damansara Perdana, Petaling Jaya, Selangor","Most affordable rental rates in Petaling Jaya and Damansara area, upcoming biggest shopping mall in Damansara area",Selangor,Petaling Jaya,2025-02-25 15:55,2025-02-26,107071367,3.1664164243252557,101.6076060512907
"RM 2,700 per month","House, For rent",2-storey Terraced House,4,3,1889 sq.ft.,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",,"USJ 3, SUBANG JAYA Terrace House Rent #LIST-87993<br><br><br>*Terrace House end lot 1889sq.f<br><br>*4 bedrooms, 3 bathrooms<br><br>*Kitchen fully extended, 5 Aircond<br><br>*Renovated unit",Selangor,USJ,2025-02-25 15:55,2025-02-26,110267905,,
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Barbeque area, Minimart, Gymnasium, Jogging Track, Security, Swimming Pool, Parking, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Impact, Cyber 6, Cyberjaya, Selangor","Hyve Cyberjaya Studio 1 Bedrooms Fully Furnish <br> <br>A) Property's name: <br>Cyberjaya The Hyve Soho Fully Furnish Nice Unit. <br> <br>B) Availability: Now<br> <br>C) Rental price: RM1,200 per month<br><br>D) Deposit: 2+1.5 Month+ tenancy <br> <br>E) Description: <br>• 1 Bedroom 1 Bathroom <br>• 480 sqft<br><br>F) Furnishing: <br>-Fully Furnish<br> <br>G) Facilities: <br>•Full Condo Facilities<br><br>How to contact :<br><br>https://rumahhhh.wasap.my/<br><br>Akmal Izzudean <br>0123771936<br>REN 68509",Selangor,Cyberjaya,2025-02-25 15:55,2025-02-26,110267916,2.9203335495466387,101.66183857110383
RM 999 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Partially Furnished,"Security, Parking",,"Jalan Perdana 5/1, Pandan Perdana, Cheras, Selangor",PHOTOS IN THE ADVERTISEMENT IS JUST FOR ILLUSTRATION DUE TO OWNER PRIVACY<br>CONTACT ME FOR REAL AND EXACT UNIT PHOTOS OR ARRANGE FOR VIEWING!!<br>Contact me at Adam 017-9339744<br>https://adammudah.wasap.my<br>(WHATSAPP/CALL/SMS)<br><br>-Nice unit with Great condition<br>-Renovated<br>-Quiet environment<br><br>PHOTOS IN THE ADVERTISEMENT IS JUST FOR ILLUSTRATION DUE TO OWNER PRIVACY<br>CONTACT ME FOR REAL AND EXACT UNIT PHOTOS OR ARRANGE FOR VIEWING!!<br>Contact me at Adam 017-9339744<br>https://adammudah.wasap.my<br>(WHATSAPP/CALL/SMS)<br><br>-Nice unit with Great condition<br>-Renovated<br>-Quiet environment,Selangor,Cheras,2025-02-25 15:55,2025-02-26,110267901,3.1106570150576296,101.74243974071062
RM 950 per month,"Apartment / Condominium, For rent",Studio,1,1,450 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Internet","Jalan PJU 8/1, Damansara Perdana, Petaling Jaya, Selangor","It's fully furnished unit, easy access, strategic location in PJ",Selangor,Petaling Jaya,2025-02-25 15:54,2025-02-26,86253864,3.1664164243252557,101.6076060512907
"RM 1,900 per month","House, For rent",1-storey Terraced House,3,2,2660 sq.ft.,Partially Furnished,"Parking, Security, Playground",,,"Setia Alam<br>Catarina Single Storey<br>28 x 70 + 10 feet land Endlot<br>For Rent Rm 1900<br>With kitchen cabinet, one air con and one water heater <br>Available 1st March",Selangor,Setia Alam,2025-02-25 15:53,2025-02-26,109923148,,
"RM 2,500 per month","House, For rent",Semi-Detached House,4,5,2240 sq.ft.,Partially Furnished,,,,"Tenderfields Eco Majestic Semenyih selangor<br>2sty corner semi d house<br>Land area 3500sf<br>Built up 2396sf<br>Bedrooms 4+1<br>Bathrooms 5<br>Partial furnished<br>gated and guarded with majestic grand entrance guard house,planted beautiful landscapes.nearby jaya grocer,starbuck reserve and 5min drive to primary and secondary schools.<br>Easy access via lekas highway<br><br>kindly contact joanne lim at 012-3372668 for more informations and viewing appointments.<br><br>owners are welcome to lists.<br><br>thank you.",Selangor,Semenyih,2025-02-25 15:53,2025-02-26,107518305,,
"RM 1,500 per month","House, For rent",Townhouse,4,4,2175 sq.ft.,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed",,"Duplex Townhouse For Rent In Platinum Residence, Dengkil<br><br>DETAILS :<br>- Duplex Townhouse<br>- Built Up - 2175sqft<br>- Bedrooms - 4<br>- Bathrooms - 4<br>- Parking Lot - 2 / 3<br><br>FACILITIES :<br>- Security 24 Hours<br>- Swimming Pool<br>- Playground<br>- Club House<br>- Linear Garden<br>- Gymnasium<br>- Badminton Court<br>- Jogging Track<br>- Multipurpose Hall<br><br>NEARBY INSTITUTIONS / MALLS :<br>- KiP Mall Kota Warisan<br>- Xiamen University<br>- ERL Bandar Baru Salak Tinggi Station<br>- Mitsui Outlet Park<br>- KLIA / KLIA2<br>- UITM Dengkil<br>- Putrajaya / Cyberjaya<br>- Sepang F1 Circuit<br>- Aurelius Medical Centre<br><br>Move In Condition:<br>- 1 Month Advance Rental<br>- 2 Month Security Deposit<br>- 0.5 Month Utilities<br>- Tenancy Agreement (1 Year Minimum)<br><br>Asking Rental: RM 1,500<br><br>Call / WhatsApp :<br><br>Nur Mirza (PEA 3100)<br>Tel: +601121759255<br>https://wa.me/601121759255<br>IQI REALTY SDN. BHD<br><br>Owners are welcome to list your property<br>Direct deal with the owner<br>Hold more units in my hands",Selangor,Dengkil,2025-02-25 15:53,2025-02-26,109862166,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,600 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan Multimedia 7/Ah, I-City, Selangor",*I-CITY Hyde tower*<br>Shah alam Sek 7<br>Block E<br><br>low floor<br><br>Size: 450sqft<br>Rooms:  1room<br>Toilet: 1<br>Carpark: self rental from management <br><br>Rental RM: RM1500  <br><br>Available date: 1/3/2025<br><br>Provide<br>Aircond -2<br>Water heater -1 <br>Bed - Queen bed<br>Cupboard -<br>Sofa - 1 twin<br>Dining table - 1<br>Fan - 1<br>Curtain - 1<br>Fridge - 1<br>Washing machine - 1<br>Kitchen cabinet - set top and bottom<br>TV  -  1<br> <br><br>Remark-  fully furnished <br>Best viewing time - after 4:30 pm (weekdays) / 12am - 6pm (weekends)<br><br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,I-City,2025-02-25 15:50,2025-02-26,110268150,3.0651164344671322,101.48331981653467
"RM 1,200 per month","Apartment / Condominium, For rent",Service Residence,3,2,1050 sq.ft.,Partially Furnished,"Playground, Parking, Security, Barbeque area, Sauna, Multipurpose hall, Lift, Swimming Pool, Gymnasium","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine","Jalan Kajang Jaya 3, Off Jalan TKS 1, Taman Kajang Sentral, Kajang, Selangor","FOR RENT<br>Taman Kajang Sentral<br>With Air Cond & Kitchen Cabinet<br>Next to MRT Kajang Station<br>Beside SILK Highway<br><br>Asking Rental RM1,200<br><br>3 Bedrooms & 2 Bathrooms<br>2 parking lots (covered)<br>Access card<br><br>Partly Furnished :<br>Rooms with Airconds<br>2 Water heaters<br>3 Ceiling fans<br>Dining table set<br>Sofa Set<br>3 wardrobe<br>Washing machine<br>Refrigerator<br>Kitchen cabinet with hob & hood<br><br>Facilities<br>BBQ<br>Gymnasium<br>Jogging Track<br>Playground<br>Sauna<br>Swimming Pool<br>Wading Pool<br>Security<br><br>MAC CHONG<br>REN08491<br>IQI Realty Sdn Bhd E(1)1584<br>Contact 016.66.18.900.",Selangor,Kajang,2025-02-25 15:50,2025-02-26,110268141,,
"RM 2,100 per month","Apartment / Condominium, For rent",Service Residence,4,3,1652 sq.ft.,Partially Furnished,"Playground, Gymnasium, Squash Court, Sauna, Security, Lift, Parking, Swimming Pool, Jogging Track, Barbeque area, Club house",Air-Cond,"No.360, Jalan Makmur, Kawasan Perusahaan Sesama, Gombak, Selangor","Untuk Disewa / Property For Rent<br><br>Urban 360 Penthouse, Sri Gombak, Selangor<br><br>=====================<br>Asking Rental :  RM2,100  – Partially Furnished<br>=====================<br><br>DETAILS:<br>*Service Residence – Penthouse Unit<br>* 1,652 sqft<br>* Partially Furnished – Kitchen Cabinet, Water Heater, Air Cond and Fan<br>* 3 bedrooms + 1 Utility Room<br>* 3 bathrooms<br>*Balcony<br> <br>FACILITIES<br>*Swimming Pool<br>*Gymnasium<br>*Sauna<br>*Lounge Area<br>*Barbecue Pit<br>*Multipurpose Hall<br>*Surau<br>*Convenience Store",Selangor,Gombak,2025-02-25 15:50,2025-02-26,110268133,,
"RM 2,100 per month","House, For rent",1-storey Terraced House,3,2,1300 sq.ft.,Partially Furnished,"Playground, Parking, Jogging Track",,,"1 storey at Tmn Selasih Gombak<br>Rental: RM2,100/month<br><br>Move in Anytime;<br>Deposit 2 + 1 + (RM600 Api & Air) <br><br>Property Details:<br>- 3 Room 2 Bedroom<br>- size 20 x 65 sqft<br>- kitchen table top<br>- Basic Unit<br>- New painting at Indoor and Outdoor<br>- Tiles with Car Porch<br>- Well Kept & good condition<br><br>Prefer : family and student",Selangor,Gombak,2025-02-25 15:50,2025-02-26,110267786,,
RM 900 per month,"Apartment / Condominium, For rent",Apartment,3,2,850 sq.ft.,Not Furnished,"Parking, Security, Minimart, Playground, Lift",,"Jalan PJU 8/9, Bandar Damansara Perdana, Damansara Perdana, Selangor",FLORA DAMANSARA <br>(DAMANSARA PERDANA/ MUATIARA DAMANSARA/ PJ/ THE CURVE/ IKEA)<br><br>Property Details :<br>⭐ Built Up Size 850 SQ.FT<br>⭐ 3 Bedrooms 2 Bathrooms <br>~~~~~~~~~<br>NEWLY RENOVATED & available: <br>✔ With Balcony<br>✔ Lighting<br>✔ Ceiling Fan<br>✔ Kitchen cabinet<br>------------------------------------------<br><br>**WE WILL PROVIDE A.S.A.P IF GET TENANCE<br>✔ Sofa <br>✔ Dinning Table with Chairs<br>✔ Refrigerator<br>✔ Washing Machine<br>~~~~~~~~~<br>Asking Price : RM1050 <br>~~~~~~~~~<br><br>👍 Good In Condition With A Lot Facilities ; Tip Top Cleaning Service<br><br>Easy Access :<br>🚙 Penchala Link Highway (Links to Mont Kiara /Sri Hartamas / Federal Highway)<br>🚙 Damansara - Puchong Highway (LDP) links to Kepong / Sunway / Subang / Puchong<br>🚙 SPRINT Highway links to Damansara Heights / Bangsar<br>🚙 DASH ; MRR2 that links to Ampang / Cheras <br><br>Nearby Area :<br>🏢 The Curve<br>🏢 E-Curve<br>🏢 IKEA Damansara<br>🏢 Lotus<br>🏢 One Utama<br>🏢 PJ trade centre<br>🏢 Empire Damansara<br>🏢 Empire City<br><br>......................<br><br>No Agent Direct Owner<br><br>Amirul - 0123472227<br><br>......................,Selangor,Damansara Perdana,2025-02-25 15:50,2025-02-26,110267782,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,2,1055 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Minimart, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed","Jalan Puchong, Puchong, Selangor","Koi Prima @ Puchong Taman mas nr D'aman , Masha Uni , USJ , Quayside Mall , Shah Alam .<br><br><br>Detail :<br>-1055sf<br>-3R2B<br>-Heater<br>-Build in Kitchen cabinet <br>-Balcony with grill<br>-2 Car park <br><br>Rental asking - RM1200<br><br>Nearby : The wharf , Calisa , D'aman , meranti jaya , GM klang , Koi Prima , Mira .<br><br><br>Carmen Kew REN38748<br>01.  2   503.    52.    56",Selangor,Puchong,2025-02-25 15:50,2025-02-26,110267773,3.0197515,101.6133851
"RM 1,150 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Not Furnished,"Barbeque area, Security, Playground, Lift, Multipurpose hall, Parking, Swimming Pool",,"Jalan Batu Nilam 36/KS6, Bandar Bukit Tinggi 2, Klang, Selangor","TRIFOLIS APARTMENT UNIT FOR RENT<br>BANDAR BUKIT TINGGI 2 KLANG<br><br>RENTAL : RM1,150<br><br>Type : Apartment<br>Size : 900sqft<br>Layout : 3Room 2Bath<br>Basic unit with lighting, fans, grilled & etc<br>2 car park<br>Gated Guarded with 24 hrs security<br>Swimming pool facilities<br><br>* Nearby Burger King BBT, Shell, McDonald Bkt Tinggi, Giant, Manipal Hospital, Aeon Mall Bkt Tinggi 2 & etc.<br><br>For more information & viewing<br>Pls wasap to Keith 0102623493",Selangor,Klang,2025-02-25 15:50,2025-02-26,110267852,,
RM 550 per month,"Apartment / Condominium, For rent",Apartment,3,2,650 sq.ft.,Not Furnished,Playground,Cooking Allowed,,level 4 no lift (top floor)<br><br>with reno floor tiles<br>reno kitchen table top<br>grills<br>fans<br>lights<br><br>AMENITIES:<br>- BMC Mall<br>- Mini Market<br>- Primary and Secondary Schools<br>- MRT Station Batu 11<br>- MRT Bandar Tun Hussein Onn<br><br>ACCESSIBILITIES:<br>- SILK Highway<br>- LEKAS Highway<br>- BESRAYA Highway<br><br>mr wong 0192184680,Selangor,Bandar Mahkota Cheras,2025-02-25 15:50,2025-02-26,110267838,,
"RM 1,200 per month","Apartment / Condominium, For rent",Apartment,3,2,1055 sq.ft.,Partially Furnished,"Gymnasium, Security, Playground, Tennis Court, Swimming Pool, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine","Jalan Pipit, Puchong, Selangor",Sri Bayu apartment <br>Jalan pipit <br>Puchong jaya <br><br>3 room2 bath <br>1 parking <br>Partially furnished <br>Air cond <br>Fridge <br>Washing machine <br>Built in kitchen cabinet <br><br>Contact mr colin lau 0179566399,Selangor,Puchong,2025-02-25 15:49,2025-02-26,110060064,3.062393130093222,101.62097185371316
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,1250 sq.ft.,Partially Furnished,"Swimming Pool, Barbeque area, Playground, Security, Gymnasium, Jogging Track, Multipurpose hall, Parking","Air-Cond, Cooking Allowed, Washing Machine, Internet","Jalan Mutiara 3, Mutiara Heights, Kajang, Selangor","~Ameera Residence, Mutiara Heights, Kajang<br>~3R 2B, Top Floor, 20th Floor, majestic view <br>~2 parking lots <br>~Fully air conditioners (4 a/c), 2 water heater, 4 Ceiling <br>   fans, kitchen cabinets, washing machie<br>~in clean and excellent conditions. <br>~Nearby  Mcdonald's, Giant, CS Supermarket, Merry Brown, Mr. DIY, <br>   Restaurants and Cafe etc.   <br>~ RM1,300 per month<br>   <br>~ Available immediately. for video view, Call 012-2362320<br><br>3R 2B , Tkt paling tinggi tkt.20, Pemandangan bdr yang menakjubkan,<br>2 parkir,  4 unit AC, 2 pemanas air, 4 kipas siling, Kabinet dapur, Bersih dan dalam keadaan bagus. <br><br>Sedia untuk diduduki segera<br>Utk tontonan video :<br><br>012_236_2320",Selangor,Kajang,2025-02-25 15:49,2025-02-26,110002980,3.033878,101.8049712
"RM 2,600 per month","House, For rent",2-storey Terraced House,4,3,1500 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",,"WTL / For Rent<br><br>2 storey, end lot, fully furnished @ Kita Mekar, Cybersouth, Dengkil<br><br>=====================<br>Asking Rental RM2600<br>=====================<br><br>DETAILS :-<br>Built up 1500 sq ft<br>4 bedrooms<br>3 bathrooms<br>Fully furnished<br><br>FACILITIES :-<br>Parking<br>Security<br>Playground<br>Multipurpose hall<br>Jogging Track<br><br>AMENITIES:<br>- UITM Dengkil<br>- SK & SMK Dengkil<br>- Hospital Putrajaya<br><br>Rental Terms :-<br>1 month advance rental/booking<br>2 month security deposit (refundable)<br>0.5 month Utilities (refundable)<br>Tenancy agreement<br><br>Kindly contact for further information & viewing appointment:<br><br>Fairus Aris (REN 60947)<br>wa.me/60122448757<br>IQI Realty Sdn Bhd<br>https://linktr.ee/fairusaris<br><br>#cybersouth #kitamekar #dengkil #uitmdengkil",Selangor,Dengkil,2025-02-25 15:49,2025-02-26,110268089,,
"RM 1,600 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Minimart, Playground, Jogging Track",,"Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor",Mutiara Ville 3 Rooms Fully furnished<br><br>Fully Furniture :<br>Air-Conditioning<br>Balcony<br>Bed<br>Cooker Hob/Hood<br>Dining Table<br>Fridge<br>Sofa set<br>Washing Machine<br>Water Heater<br>Kitchen cabinet<br><br>*** Facilities ***<br>- Infinity pool<br>- Cafeteria<br>- Wading pool<br>- Tennis court<br>- Recreation room<br>- 24-hour security<br>- Sky garden<br>- Gymnasium<br>- Mini-market<br>- Covered parking<br><br>interested kindly call / wasap Eriv 0*****,Selangor,Cyberjaya,2025-02-25 15:48,2025-02-26,110245365,,
"RM 1,799 per month","Apartment / Condominium, For rent",Condominium,2,2,1000 sq.ft.,Fully Furnished,"Parking, Security, Playground, Minimart, Swimming Pool, Jogging Track, Gymnasium",,"Persiaran Sepang Off Persiaran Multimedia, Cyberjaya, Selangor",Mutiara Ville 2 Rooms Fully furnished<br>Duplex unit<br>Blok H<br><br>Furniture included<br>Air-Conditioning<br>Balcony<br>Bed<br>Cooker Hob/Hood<br>Dining Table<br>Fridge<br>Sofa set<br>Washing Machine<br>Water Heater<br>TV<br><br>*** Facilities ***<br>- Infinity pool<br>- Cafeteria<br>- Wading pool<br>- Tennis court<br>- Recreation room<br>- 24-hour security<br>- Sky garden<br>- Gymnasium<br>- Mini-market<br>- Covered parking<br><br>interested kindly call / wasap Eriv 012-6546198,Selangor,Cyberjaya,2025-02-25 15:48,2025-02-26,109727614,,
