monthly_rent,category_id,property_type,rooms,bathroom,size,furnished,facilities,additional_facilities,address,body,state,region,publishedDatetime,scrape_date,ads_id,latitude,longitude
"RM 1,300 per month","Apartment / Condominium, For rent",Condominium,3,2,968 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Parking, Playground, Lift, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine","Jalan 4/124, Taman Connaught,, Cheras, Kuala Lumpur","Seri Cendekia Condominium @ Taman Connaught Cheras For Rent<br>** 3 BEDROOMS 2 BATHROOM<br>** 80% FULLY FURNISHED<br>** BIG SPACIOUS UNIT<br>** 5 Minutes drive to MRT and LRT<br>** Near UCSI, Ekocheras, Leisure Mall<br>Please Call Eiffel Lai 012-7456677<br>http://www.wasap.my/60127456677<br><br>## WITH LIFT Condominium<br>## With Balcony<br>## Size : 968 sqft<br>## 3 Bedrooms and 2 bathrooms<br>## Kitchen Cabinet<br>## Washing Machine<br>## Fridge<br>## Wardrobe x 3<br>## Aircond x 3<br>## Dining table + Chair<br>## Water Heater x 2<br>## Table<br>## 1 car park<br>## Fully grill<br>## 24 hours security<br>## ONLY 5 minutes walk to McDonald<br>## ONLY 7 minutes walk to UCSI South wing<br>## ONLY 5 minutes drive to MRT Taman Mutiara<br>## ONLY 10 minutes drive to LRT Bandar Tasik Selatan TBS<br><br>** Nearby :<br>- UCSI South Wing (Walking 7 minutes)<br>- Leisure Mall (Driving 5 minutes)<br>- Cheras Sentral Mall (Driving 8 minutes)<br>- LRT Bandar Tasik Selatan (Driving 10 minutes)<br>- Terminal Bersepadu Selatan (TBS) (Driving 13 minutes)<br>- AEON Cheras Selatan (Driving 17 minutes)<br>- MidValley (Driving 20 minutes)<br>- KLCC (Driving 25 minutes)<br><br>** Transportation :<br>- MRT Taman Mutiara (5 minutes drive)<br>- MRT Taman Connaught (7 minutes drive)<br>- MRT Taman Suntex (10 minutes drive)<br>- LRT Bandar Tasik Selatan (10 minutes drive)<br><br>** Neighbourhood :<br>- Seri Cendekia Condominium<br>- Mandarina Courts<br>- Angkasa Condominium<br>- Puncak Banyan Apartment<br>- Taman Len Sen<br>- Bandar Sri Permaisuri<br>- Cheras Batu 9<br>- Kajang<br><br>** Easy accessibility :<br>- Lebuhraya Hubungan Timur Barat PLUS<br>- Lebuhraya Cheras-Kajang<br>- Middle Ring Road 2 MRR2<br>- Ampang<br>- Bukit Jalil<br>- LDP<br>- MEX<br><br>====================<br><br>For more info or viewing session, please contact me :<br>Eiffel Lai | REN24899<br>012-7456677 | Eiffel Lai<br>http://www.wasap.my/60127456677<br><br>Buy | Sell | Rent | Commercial | Undercon | Land | Refinance | SPA<br><br>====================<br><br>#### OWNER WELCOME TO LIST ####",Kuala Lumpur,Cheras,2025-04-15 21:08,2025-04-16,110677837,3.08313995,101.73933805
"RM 1,000 per month","House, For rent",1-storey Terraced House,3,2,1800 sq.ft.,Partially Furnished,"Parking, Security, Playground, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",,"Benjamin Siew<br>016 - 337 8856<br>REN57337<br><br>FOR SALE - RM300,000<br>FOR RENT - RM1,000<br><br>[Ground Floor UNIT + RENOVATED] Villa Kesuma Townhouse, Semenyih<br><br>Asking Price : RM 300,000<br><br>DETAILS<br>• Status : Freehold<br>• Land Area : 24 x 75 (1680 sqft)<br>• 3 Bedrooms + 2 Bathrooms<br>• Ready Kitchen Cabinet<br><br>FACILITIES<br>• Maintenance Fee : RM 77 Monthly<br>• Gated & Guarded<br>• Gymnasium<br>• Surau<br>• Playground<br><br>AMENITIES<br>• SK & SMK<br>• McDonald's Eco Majestic<br><br>For viewing appointment:<br><br>Benjamin Siew<br>016 - 337 8856<br>REN57337",Selangor,Semenyih,2025-04-15 21:08,2025-04-16,110852146,,
"RM 1,900 per month","Apartment / Condominium, For rent",Service Residence,2,2,750 sq.ft.,Fully Furnished,,,"Persiaran Sri Raya, Cheras, Kuala Lumpur","Metro Cheras 2R2B F/F Batu 9 Cheras <br><br><br>Size : 750 sq. ft.<br>Floor : Level 26<br>Rooms : 2<br>Bathrooms : 2<br>Car Parks : 1<br>Furnishing : Fully Furnished<br>Rental (Per Month) : 1900<br><br><br>Requirement For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- Half Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>Don't Miss Out!! Call Me Today to Book a Viewing!!<br>Dante Leong ( REN 37556 )<br>HP: 0162445851<br><br>Owners are welcome to list with me and my TEAM, will provide you with a professional and a satisfying service. Thank You.",Kuala Lumpur,Cheras,2025-04-15 21:20,2025-04-16,110093890,,
"RM 5,500 per month","House, For rent",Semi-Detached House,4,4,2400 sq.ft.,Partially Furnished,"Parking, Security","Cooking Allowed, Air-Cond",,"Setia Duta Ecopark<br><br>2 Storey Semi D For Rental RM5500<br><br>Land area :3498 sqft<br>Build up :2400 sqft<br>3 + 1 Bedrooms<br>4 Bathrooms<br>Solar powered energy with TNB backup<br>Facing North<br>Fully furnished unit comes with:<br>Sofa, TV cabinet, kitchen cabinet, hood and hob, lighting & fan, airconds, wardrobe, 3 sets bedframe and mattress, curtains, washing machine<br><br>*Available from mid April 2025 onwards<br><br>Kindly contact Jack Khor 012.633.9289 for viewing",Selangor,Setia Eco Park,2025-04-15 21:24,2025-04-16,110852214,,
"RM 1,199 per month","Apartment / Condominium, For rent",Condominium,3,2,915 sq.ft.,Partially Furnished,"Parking, Gymnasium, Lift, Security, Sauna, Jogging Track, Playground, Swimming Pool",,"Off Lebuhraya Selayang - Kepong, Taman Selayang Jaya, Selayang, Selangor","Magna Ville Condo @ Selayang<br>For Viewing & More Information for Magna Ville Condo, Selayang<br>**Magna Ville Condo, Selayang | Available to Move In Immediately**<br>**Move in ready, ONLY SERIOUS TENANT IS WELCOME**<br>**Grab fast, call now, book now**<br><br>Hurry Up, Call 018-6626882 Jackie<br>Hurry Up, Call 018-6626882 Jackie<br><br>Magna Ville Condo, Selayang for SaleL<br>Property Details<br>Size : 915 sf<br>Rooms : 3<br>Bathrooms : 2<br>1 parking provided<br><br>Partial Furnished :<br>-Ceiling Fan<br>-Ceiling Light<br><br><br><br><br>IQI Realty Sdn Bhd<br><br><br>For Viewing & More Information for Magna Ville Condo, Selayang<br>Kindly contact 018-6626882 Jackie<br>Kindly contact 018-6626882 Jackie<br><br><br>**Owner Welcome to List your Properties to US, Is Our Team Pleasure to work out for YOU**<br>**Owner Welcome to List your Properties to US, Is Our Team Pleasure to work out for YOU**",Selangor,Selayang,2025-04-15 21:12,2025-04-16,110792408,,
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1352 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium, Parking",,"No.1, Lintang Lembah Permai 17, Tanjung Bungah, Penang","🏙️ Luxurious Living at Mira Residence @ Permai, Tanjung Bungah 🏡<br><br>Mira Residence is a modern elegance meets ultimate convenience in the heart of Tanjung Bungah. This prestigious freehold development offers a serene lifestyle surrounded by lush greenery, yet just minutes away from vibrant city life.<br><br>High floor<br>1352sqt <br>Fully Removed & Fully Furnished<br>3 bedrooms 2 bathrooms <br>2 car parks<br>Available May 2025<br>Viewing appointment in advance 3 days notice<br>For rent RM3,500<br><br>Any inquiry or interested pls contact<br>📲 Sharon 016-4214485",Penang,Tanjung Bungah,2025-04-15 21:15,2025-04-16,110852102,,
"RM 3,500 per month","House, For rent",2-storey Terraced House,4,3,1400 sq.ft.,Fully Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",,"📍Seri Austin<br>🏡Modern Double Storey Terrace For Rent💰<br>现代装修 双层排屋 出租<br>.<br>🏠 Double Storey Terrace 双层排屋<br>📐⁠(20x70) 1,400 Sq Ft<br>🛌⁠4 Bedrooms 3 Bathrooms 四房三厕🛁<br>✨⁠Modern Renovated and Fully Furnished 现代装修 & 全家私🛌<br>👮🏻‍♂️⁠Gated and Guarded 围篱保安区<br>.<br>💰Rental月租: RM3500<br>➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖<br>.<br>📲欢迎联系预约看房或咨询：<br>.<br>👨🏻‍💻Joseph: 010-7730330<br>👨🏻‍💻Joseph: 010-7730330<br>👨🏻‍💻Joseph: 010-7730330<br>https://wa.me/+60107730330<br>.<br>📢Landlords & Tenants are Welcome for Free Consultancy 欢迎屋主和租客联系以取得免费咨询",Johor,Johor Bahru,2025-04-15 21:05,2025-04-16,110852031,,
"RM 2,800 per month","Apartment / Condominium, For rent",Condominium,3,2,1226 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Security, Sauna, Club house, Parking, Swimming Pool","Air-Cond, Cooking Allowed","Jalan Jalil 2, Off Lebuhraya Bukit Jalil, Bukit Jalil, Kuala Lumpur","Paraiso Residence @ The Earth 3R2B 2CP F/F Bukit Jalil<br><br>Size : 1226 sq. ft.<br>Floor : Level 8<br>Rooms : 3<br>Bathrooms : 2<br>Car Parks : 2<br>Furnishing : Fully Furnished<br>Rental (Per Month) : 2800<br><br><br>Requirement For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- Half Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>Don't Miss Out!! Call Me Today to Book a Viewing!!<br>Dante Leong ( REN 37556 )<br>HP: 0162445851<br><br>Owners are welcome to list with me and my TEAM, will provide you with a professional and a satisfying service. Thank You.",Kuala Lumpur,Bukit Jalil,2025-04-15 21:01,2025-04-16,110362495,,
"RM 2,300 per month","Apartment / Condominium, For rent",Condominium,1,1,474 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Swimming Pool, Squash Court, Barbeque area, Security, Tennis Court, Lift, Multipurpose hall","Cooking Allowed, Air-Cond, Washing Machine","Jalan Kapas, Bangsar, Kuala Lumpur","Araville, Bangsar for Rent!!<br>474sqft Studio unit<br>Fully furnished RM2300<br>- 1 carpark<br><br>- Rare studio unit in Bangsar<br>- Nearby Bangsar Shopping Centre <br>- Vacant ready now<br><br>Contact 0169323823 Michelle for viewing",Kuala Lumpur,Bangsar,2025-04-15 20:59,2025-04-16,110179717,3.1364528916660763,101.66439398223815
RM 700 per month,"Apartment / Condominium, For rent",Condominium,2,2,750 sq.ft.,Partially Furnished,"Gymnasium, Security, Swimming Pool, Lift, Club house, Parking, Playground, Multipurpose hall, Minimart, Squash Court, Tennis Court, Barbeque area, Jogging Track","Cooking Allowed, Near KTM/LRT","Persiaran Pusat Bandar, Bandar Baru Nilai, Nilai, Negeri Sembilan","For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968<br><br>Youth City Residences near Shopping Mall, bank, food place, gembox, essential shop, KTM, Highway, University, school, and others.<br><br>The condo facility include bbq place, badminton court, futsal court, tennics court, playground, Scott court, basketball court, meeting room, party launge, gym room, art room and others.<br><br>Easy access to :<br><br>Aeon Mall Nilai (2 min)<br>Tesco & Giant (3 min)<br>Manipal International University (3 min)<br>The Parc Nilai Impian (4 min)<br>Nilai Medical Centre (5 min)<br>Nilai International School (5 min)<br>Nilai University School (5 min)<br>University Sains Islam Malaysia (5 min)<br>Taman Tasik Ujana Nilai Impian (5 min)<br>Nilai Springs Resort Hotel (7 min)<br>Nilai KTM Station (8 min)<br>Nilai Bus Terminal (8 min)<br>Inti International University (8 min)<br>ERL Station (10 min)<br>Xiamen University Malaysia (15 min)<br>Mitsui Outlet Park (17 min)<br>Mara Beranang Professional College (25 min)<br>UITM Dengkil Campus (25 min)<br>KLIA Airport (27 min)<br>PICC Putrajaya (28 min)<br><br>Highway<br>North-South Expressway (NSE)<br>Lekas highway<br><br>Unit Specs :<br>24 hour house Securities<br><br>Studio<br><br>Basic<br>light and fans<br>Aircorn<br>Curtain railing<br><br>Partial<br>light and fans<br>kitchen cabinet<br>grille door<br>grille yard<br>water heater<br>Aircorn<br>Curtain railing<br><br>2 bilik 2 toilet<br><br>Basic<br>Light and fans<br>Curtain<br><br>Partial<br>Light and fans<br>Kitchen cabinet<br>Grille door<br>Grille Yard<br>Water Heater<br>Curtain Railing<br><br>For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968<br><br>For further appointment or information can whatsapp O162OO7968",Negeri Sembilan,Nilai,2025-04-15 21:08,2025-04-16,110211401,2.819538477862071,101.78942660701775
"RM 1,850 per month","Apartment / Condominium, For rent",Condominium,2,2,725 sq.ft.,Fully Furnished,"Jogging Track, Sauna, Parking, Swimming Pool, Playground, Gymnasium, Security, Multipurpose hall, Lift, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine","2, Jln. Nusantara Petaling, Taman Sri Sentosa, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Old Klang Road, Kuala Lumpur","Easy access to Petaling Jaya, Puchong, KL<br><br>Fully Furnished<br><br>Vacant<br><br>Rental 1850<br><br>Interested please call Della 012 818 5688",Kuala Lumpur,Old Klang Road,2025-04-15 21:02,2025-04-16,110630316,,
"RM 1,000 per month","Apartment / Condominium, For rent",Condominium,1,1,377 sq.ft.,Fully Furnished,"Parking, Security",,"13, Jalan Datuk Mohammad Musa, Kota Samarahan, Sarawak","✴️🅕🅞︎🅡︎ 🅡︎🅔︎🅝︎🅣︎ ✴️<br>🌀 Brand New D' Millenia Apartment for Rent(#023)<br>📌 Kota Samarahan <br><br>➡️ 1 Rooms <br>➡️1 bathroom<br>➡️fully finished <br>➡️ Level 5<br>➡️377sq.ft<br>➡️ Fully finished <br>💲 Rental : RM1,000/mth<br><br>Deposit - 2mths<br>Advance - 1 mths<br>Utility - 1 mth<br>==================================<br><br>⚡⚡𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧 & 𝐯𝐢𝐞𝐰𝐢𝐧𝐠, 𝐩𝐥𝐞𝐚𝐬𝐞 𝐝𝐨 𝐜𝐨𝐧𝐭𝐚𝐜𝐭 : <br>🅚︎🅛︎ 🅐︎🅝︎🅖︎ <br>☎️ 01165121244<br>📞𝐖𝐡𝐚𝐭𝐚𝐩𝐩𝐬 :<br>https://wa.me/601165121244?text=023dMilleniaAptRent1000<br><br>===================================<br><br>Pls call/ WA<br>011-65121244  K.L Ang<br>🅑︎🅤︎🅨︎ / 🅢︎🅐︎🅛︎🅔︎/ 🅡︎🅔︎🅝︎🅣︎/ 🅘︎🅝︎🅥︎🅔︎🅢︎🅣︎",Sarawak,Kota Samarahan,2025-04-15 21:05,2025-04-16,110743279,,
"RM 2,000 per month","Apartment / Condominium, For rent",Apartment,3,2,1204 sq.ft.,Partially Furnished,"Playground, Sauna, Club house, Barbeque area, Parking, Security, Swimming Pool, Jogging Track, Gymnasium, Lift","Air-Cond, Cooking Allowed, Internet, Near KTM/LRT, Washing Machine","Jalan Sentosa, Larkin Jaya, Johor Bahru, Johor","Larkin Residence 2 @ Larkin<br>Basic Renovation & Partially Furnishing !!<br>High Floor & Car Park View !!<br>Ready Move In by anytime !!<br>Unit remain in Good Condition !!<br>Booking Fee with RM500 only !!<br>PM me for more picture or video !!<br><br>For Rent RM2,000<br>Deposit 2+1+0.5<br><br>Address: Larkin Residence, 2, Jalan Sentosa, Larkin Jaya, 80350 Johor Bahru, Johor.<br>Type: Apartment<br>Size: 1204 sqft<br>Bedroom: 3<br>Bathroom: 2<br>Renovation: Original<br>Furnishing: Partially (Fan , Light, 1Aircond at Master Bedroom)<br>Car Park: 1<br>G&G: Yes<br>Floor: High<br>Current Vacant or Tenanted: Vacant<br><br>Call or Whatsapp me<br>Winner Siaw<br>011-1181 6178<br>https://wasap.my/601111816178",Johor,Johor Bahru,2025-04-15 21:00,2025-04-16,110792575,,
"RM 3,800 per month","Apartment / Condominium, For rent",Condominium,4,4,1600 sq.ft.,Fully Furnished,"Security, Playground, Club house, Swimming Pool, Gymnasium, Lift, Tennis Court, Multipurpose hall, Parking","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine","Jalan Permas Timur, Bandar Baru Permas Jaya, Johor Bahru, Johor","The Marina View @ Permas Jaya<br>Basic Renovation & Fully Furnishing !!<br>High Floor & Unblock Sea View !!<br>Ready Move In by anytime !!<br>Unit remain in Good Condition !!<br>Booking Fee with RM1,000 only !!<br>PM me for more picture or video !!<br><br>For Rent RM3,800<br>Deposit 2+1+0.5<br><br>Address: The Marina View 🌊🐬<br>Jln Persiaran Senibong, Permas Jaya, 81750 Masai, Johor<br>Type: Condominium <br>Bedroom : 3Bedroom 1Helperroom<br>Bathroom : 4<br>Size: 1,600sqft<br>Furnishing: *80% Furnished*<br>Facing: Unblock Sea View<br>Carpark : 1<br>Current Vacant or Tenanted: Vacant<br>✅Big size balcony <br>✅ High Floor<br>✅ Full condo facilities<br>🌊 Full Sea View/ Morning Sun<br>🚄 Near to future RTS Stations @ Permas Jaya <br><br>Call or Whatsapp me<br>Winner Siaw<br>011-1181 6178<br>www.wasap.my/601111816178",Johor,Johor Bahru,2025-04-15 21:05,2025-04-16,110852050,,
"RM 2,300 per month","House, For rent",2-storey Terraced House,4,3,1540 sq.ft.,Partially Furnished,,,,"Jalan Timah @ Sri Putri Skudai<br><br>* 2 Storey Terrace House<br>* ⁠Land Size : 22×70 sqft<br>* ⁠4 Bedroom | 3 Bathroom <br>* ⁠Intermediate Lot<br>* ⁠New Painting & Touch Up<br>* ⁠Partial Furnished (Basic Light,Fan,Heater)<br><br>**Remark : Owner Will not install curtain as already paste Tinted from outside view in is 20% only😁 <br><br>Asking Price : Rm2300✅",Johor,Skudai,2025-04-15 21:05,2025-04-16,110852038,,
"RM 4,000 per month","Apartment / Condominium, For rent",Condominium,3,2,1000 sq.ft.,Fully Furnished,"Lift, Playground, Swimming Pool, Barbeque area, Multipurpose hall, Parking, Security, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Cantonment, Pulau Tikus, Penang","The Cantonment at Pulau Tikus For Rent<br><br>Location:<br>* Pulau Tikus, Georgetown,  Penang Island.<br><br>Property Details:<br>* Fully Furnished <br>* 3 Bedrooms<br>* 2 Bathrooms<br>* 2 Car Parks<br>* Build Up : 1,000 SQFT<br><br>REMARK(s)<br>~ Well Maintained.<br>==============================<br>Asking Rental : RM4,000 per Month <br>==============================<br>Kindly contact me for viewing or more details : <br>ARTHUR LEE 0174415409<br>EZ Home Realty - REN34553",Penang,Pulau Tikus,2025-04-15 21:05,2025-04-16,110852135,5.431732567827509,100.31192355750522
"RM 3,500 per month","Apartment / Condominium, For rent",Condominium,3,2,1352 sq.ft.,Fully Furnished,"Security, Swimming Pool, Parking, Gymnasium",,"No.1, Lintang Lembah Permai 17, Tanjung Bungah, Penang","🌟 Mira Residence @ Permai Village, Tanjung Bungah, Penang<br><br>✨ Modern Living with Hillside Serenity & City Convenience<br>Experience a perfect blend of luxury, nature, and convenience at Mira Residence – a prestigious high-rise nestled in the peaceful enclave of Tanjung Bungah, just minutes from the beach and town.<br><br>1352 sqft<br>3 bedrooms 2 bathrooms <br>2 carparks<br>Fully Renovated and Furnished<br>For rent RM3,500<br><br>Any inquiry or interested pls contact<br>📲 Sharon 016-4214485",Penang,Tanjung Bungah,2025-04-15 21:05,2025-04-16,110852047,,
"RM 1,500 per month","Apartment / Condominium, For rent",Service Residence,1,1,450 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed","Presint 2.8, Jalan Perdagangan, Shah Alam, Selangor",Alinea Suites Shah alam Sek 14<br>Hospital Avisena <br>DWI Emas school<br>Aeon <br><br><br>Size : 450sf<br>Room : Studio<br>Bathroom : 1<br>Furnish : Fully Furnished<br>Carpark : 1<br>Facing : Pool<br>Reno / Basic : Basic<br>Rental Rm: 15000<br><br><br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Shah Alam,2025-04-15 21:07,2025-04-16,109942923,,
"RM 1,400 per month","Apartment / Condominium, For rent",Apartment,2,1,626 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet","Jalan Multimedia 7/AG, Off Jalan Siber, I-City, Selangor",It's limited unit in I city<br>**service apartment<br>**fully furnished<br>-bed/sofa/kitchen cabinet/tv/hood and hob/<br> Washing machine/fridge/water heater/3air cond/<br> Study table/dinning table/wardrobe<br><br>**rm1400 without  grille door<br>     rm1500 with grille door<br><br>**626 sq ft<br>**2 bedroom 1 bathroom<br><br>Pls call or whatsapp for viewing Rayson Low 0123877907,Selangor,I-City,2025-04-15 21:02,2025-04-16,65964642,,
"RM 1,600 per month","Apartment / Condominium, For rent",Apartment,3,2,900 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Jogging Track, Lift, Playground, Gymnasium, Parking, Barbeque area, Sauna","Air-Cond, Cooking Allowed, Washing Machine","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor",Nadayu 801<br>subang <br>help institute<br>3 rooms 2 bath 2 parking <br>Block D<br><br>900sf<br>kitchen cabinet <br>washing machine<br>fridge <br>lights<br>fan<br>curtain rod<br>water heater 2<br>aircon x 4<br><br>Rm1600<br><br>1 month advance rental<br>2 months deposit ( refundable )<br>0.5 month utility depo ( refundable ),Selangor,Shah Alam,2025-04-15 21:07,2025-04-16,108938606,,
"RM 1,200 per month","Apartment / Condominium, For rent",Condominium,3,3,1620 sq.ft.,Not Furnished,"Sauna, Parking, Playground, Security, Gymnasium, Minimart, Swimming Pool",,"Jalan Kemacahaya, Cheras, Selangor","Venice Hill Tower 10 3R3B Taman Puteri Cheras<br><br><br>Size : 1620 sq. ft.<br>Floor : level 11<br>Rooms : 3+1<br>Bathrooms : 3<br>Car Parks : 1<br>Furnishing : Basic Unit with kitchen cabinet<br>Rental (Per Month) : 1200<br><br><br>Requirement For Tenant :<br>- 2 Months Security Deposit<br>- 1 Month Advance Rental<br>- Half Month Utilities Deposit<br>- Tenancy Agreement Fees<br><br>Don't Miss Out!! Call Me Today to Book a Viewing!!<br>Dante Leong ( REN 37556 )<br>HP: 0162445851<br><br>Owners are welcome to list with me and my TEAM, will provide you with a professional and a satisfying service. Thank You.",Selangor,Cheras,2025-04-15 21:02,2025-04-16,110326923,,
"RM 1,800 per month","Apartment / Condominium, For rent",Apartment,3,4,1079 sq.ft.,Partially Furnished,"Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Playground, Sauna, Multipurpose hall, Jogging Track, Lift, Minimart","Air-Cond, Cooking Allowed","Jalan Bulan Bm U5/Bm, Taman Subang Murni, Shah Alam, Selangor",Nadayu 801 <br>Subang Permai <br>subang Airport<br>( not rumah Selangor ku)<br><br>Gym<br>Pool<br>Surau<br>Playground <br>Security<br>Reading room <br>Badminton court <br>Cafe<br><br><br>Size- 1079sft<br>Rooms- 3<br>Toilet-4<br>Parking- 2<br>Rental price - Rm 1800 best rate <br><br><br><br> <br>Fridge -1<br>Aircond - 4<br>Kitchen Cabinet - lower kitchen cabinet with hob and hood <br>Water Heater - 4<br><br><br>1 month advance rental <br>2 months deposit ( Refundable )<br>0.5 month utility deposit ( Refundable )<br><br>Owners are welcome to list,Selangor,Shah Alam,2025-04-15 21:06,2025-04-16,110451211,,
"RM 2,500 per month","Apartment / Condominium, For rent",Apartment,4,2,1011 sq.ft.,Fully Furnished,"Gymnasium, Parking, Barbeque area, Playground, Swimming Pool, Multipurpose hall, Security",,"Jalan Stampin Baru 4, Off Jalan Stutong Baru, Kuching, Sarawak","✴️🅕🅞︎🅡︎ 🅡︎🅔︎🅝︎🅣︎ ✴️<br>🌀 Ixora Court Apartment for Rent(#024)<br>📌 Jalan Stutong Baru<br>🏘️ Low Density <br>🏡 Well designed & maintained landscape<br>🏊 Full Exclusive Facilities <br>🌟 Brand new by renowned developer <br><br>Details :<br>=======<br>✨ 1,011 sqft<br>✨ 3 bedrooms, 2 bathrooms & 1 utility room<br>✨ Fully Air-conditioned (Living rooms & 3 rooms)<br>✨ Fully Furnished (All New Furnitures)<br>✨ Office / Study Room<br>✨ Bar Table <br>✨ Fully Equipped New Appliances (Smart Tv, Ceiling Fan, Kitchen Hud & Hob, Fridge, 2 Water Heaters, Washing Machine)<br>✨ Facilites (Swimming Pool, Gym, Leisure Room, Function Hall, BBQ, Playground & Accupressure Walkway)<br>✨ 2 units shaded carparks<br><br>🏪 NEARBY PLACES :<br>=================<br>(5 - 10mins)<br>Airport, KPJ, Hospital, Saradise, Econsave Supermarket, <br>(15 mins)<br>TT3, Tunku Putera, Sama Jaya Industrial Zone<br><br>Monthly Rental - RM 2,500 (Negotiatable)<br>Rental Deposit - 2 months <br>Utilities Deposit - 1 month <br>Advance Rental - 1 month<br><br>================================<br><br>⚡⚡𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧 & 𝐯𝐢𝐞𝐰𝐢𝐧𝐠, 𝐩𝐥𝐞𝐚𝐬𝐞 𝐝𝐨 𝐜𝐨𝐧𝐭𝐚𝐜𝐭 : <br>🅚︎🅛︎ 🅐︎🅝︎🅖︎ <br>☎️ 01165121244<br>📞𝐖𝐡𝐚𝐭𝐚𝐩𝐩𝐬 :<br>https://wa.me/601165121244?text=024IxoraCourtAptRent2500<br><br>================================<br><br>Pls call/ WA<br>011-65121244  K.L Ang<br>🅑︎🅤︎🅨︎ / 🅢︎🅐︎🅛︎🅔︎/ 🅡︎🅔︎🅝︎🅣︎/ 🅘︎🅝︎🅥︎🅔︎🅢︎🅣︎",Sarawak,Kuching,2025-04-15 21:05,2025-04-16,110827849,,
